actor_id,actor_name
1272,Stephen Hall
1273,Joe Folau
1274,Chic Littlewood
1275,Samuel Taylor
1276,Kate Winslet
1277,Leonardo DiCaprio
1278,Frances Fisher
1279,Billy Zane
1280,Gloria Stuart
1281,Bill Paxton
1282,Bernard Hill
1283,David Warner
1284,Victor Garber
1285,Jonathan Hyde
1286,Suzy Amis
1287,Lewis Abernathy
1288,Nicholas Cascone
1289,Danny Nucci
1290,Jason Barry
1291,Lew Palter
1292,Eric Braeden
1293,Bernard Fox
1294,Ewan Stewart
1295,Ioan Gruffudd
1296,Jonny Phillips
1297,Edward Fletcher
1298,Scott G. Anderson
1299,Martin East
1300,Gregory Cooke
1301,Alexandrea Owens
1302,Seth Adkins
1303,Michael Ensign
1304,Anatoly M. Sagalevitch
1305,Martin Hub
1306,Mark Lindsay Chapman
1307,Richard Graham
1308,Paul Brightwell
1309,Ron Donachie
1310,Charlotte Chatton
1311,Fannie Brett
1312,Jenette Goldstein
1313,Camilla Overbye Roos
1314,Linda Kerns
1315,Amy Gaipa
1316,Martin Jarvis
1317,Rosalind Ayres
1318,Rochelle Rose
1319,Jonathan Evans-Jones
1320,Brian Walsh
1321,Rocky Taylor
1322,Craig Kelly
1323,Liam Tuohy
1324,Simon Crane
1325,James Lancaster
1326,Elsa Raven
1327,Reece P. Thompson III
1328,Laramie Landis
1329,Mark Rafael Truitt
1330,John Walcutt
1331,Terry Forrestal
1332,Derek Lea
1333,Richard Ashton
1334,Sean Nepita
1335,Brendan Connolly
1336,David Cronnelly
1337,Garth Wilton
1338,Richard Fox
1339,Nick Meaney
1340,Kevin Owers
1341,Mark Capri
1342,Marc Cass
1343,Paul Herbert
1344,Emmett James
1345,Chris Byrne
1346,Oliver Page
1347,James Garrett
1348,Erik Holland
1349,Jari Kinnunen
1350,Anders Falk
1351,Barry Dennen
1352,Vern Urich
1353,Rebecca Klingler
1354,Tricia O'Neil
1355,Kathleen S. Dunn
1356,Romeo Francis
1357,Mandana Marino
1358,Van Ling
1359,Bjørn Olsen
1360,Dan Pettersson
1361,Shay Duffin
1362,Diana Morgan
1363,Kris Andersson
1364,Bobbie Bates
1365,Aaron James Cash
1366,Anne Fletcher
1367,Edmond Alan Forsyth
1368,Andie Hicks
1369,Scott Hislop
1370,Stan Mazin
1371,Lisa Ratzin
1372,Brian Baines
1373,Ellie Bensinger
1374,Alexandra Boyd
1375,Mike Butters
1376,James Cameron
1377,Bruno Campolo
1378,Chris Cragnotti
1379,Kevyn Currie
1380,Kevin De La Noy
1381,Thomas Fiss
1382,Griffin Howell
1383,Sean Howse
1384,Tony Kenny
1385,Bret Aaron Knower
1386,George Kosty III
1387,George Kosty Jr.
1388,Geoffrey C. Kosty
1389,Gregory Charles Kosty
1390,Sean Lawlor
1391,John Leonhardt
1392,Miguel A. Lomelin
1393,Don Lynch
1394,Johnny Martin
1395,Ryan McClurkin
1396,Meghan McLeod
1397,Mike O'Neal
1398,Julian Oros
1399,Phil Parlapiano
1400,Judy Prestininzi
1401,Steven Quale
1402,Olivia Rosewood
1403,John Slade
1404,Stephen Wolfe Smith
1405,R. Gern Trowbridge
1406,Francisco Váldez
1407,Lucie Zolcerova
1408,Sebastian Stan
1409,Chadwick Boseman
1410,Paul Rudd
1411,Emily VanCamp
1412,Tom Holland
1413,Frank Grillo
1414,Daniel Brühl
1415,John Slattery
1416,Marisa Tomei
1417,John Kani
1418,Hope Davis
1419,Gene Farber
1420,Florence Kasumba
1421,Alfre Woodard
1422,Jim Rash
1423,Joe Russo
1424,Michael A. Cook
1425,Laughton Parchment
1426,Jackson Spidell
1427,Yi Long
1428,Heidi Moneymaker
1429,Aaron Toney
1430,Cale Schultz
1431,Ann Russo
1432,Sven Hönig
1433,Joshua Peck
1434,Be Satrazemis
1435,Blair Jasin
1436,Oli Bigalke
1437,Rafael Banasik
1438,David de Vries
1439,John Curran
1440,Katie Amess
1441,Austin Sanders
1442,Brett Gentile
1443,Matthew Anderson
1444,Andrew Botchwey
1445,Chase Bradfield
1446,Ernest Charles
1447,Hendricks Coates
1448,Ethan Condon
1449,Shen Dynes
1450,Nathaniel Ellis
1451,Jariah Ferguson
1452,Evan Ffrench
1453,Justin Freeman
1454,Ralphael Grand'Pierre
1455,Julian Grimes
1456,Aaron Hayes
1457,Austin Hooper
1458,Amiri Jones
1459,Myles Joseph
1460,Stephen Lewis
1461,Jacob Ludwick
1462,D'Mahrei McRae
1463,Ashwin Mudaliar
1464,Eli Ollinger
1465,Parker Pape
1466,Daniel Parada
1467,Jonah Ruffin
1468,Darryl Sampson
1469,Cameron Sardone
1470,Stanley Sellers
1471,Miles Selles
1472,Jacob Sung
1473,Caden Wilkinson
1474,Kim Scar
1475,Jessica Walther-Gabory
1476,Beniamino Brogi
1477,Silvina Buchbauer
1478,Henry Amadi
1479,Ugochukwu Ani
1480,Michael Anthony Rogers
1481,Umar Khan
1482,David Brown
1483,Guy Fernandez
1484,Sophia Russo
1485,Amelia Morck
1486,Julianna Guill
1487,Surely Alvelo
1488,Kevin LaRosa Jr.
1489,Al Cerullo
1490,Frédéric North
1491,Ray Sahetapy
1492,Alexander Skarsgård
1493,Rihanna
1494,Brooklyn Decker
1495,Tadanobu Asano
1496,Gregory D. Gadson
1497,Hamish Linklater
1498,Jesse Plemons
1499,Jerry Ferrara
1500,David Jensen
1501,Peter Berg
1502,Adam Godley
1503,Rico McClinton
1504,Joji Yoshida
1505,Stephen Bishop
1506,Austin Naulty
1507,Dustin J. Reno
1508,Rick Hoffman
1509,Gary Grubbs
1510,Rami Malek
1511,Peter MacNicol
1512,Louis Lombardi
1513,Jordan Kirkwood
1514,Doug Penty
1515,Carson Aune
1516,Lloyd Pitts
1517,Michelle Arthur
1518,Natalia Castellanos
1519,Leni Ito
1520,Jackie Johnson
1521,Kerry Cahill
1522,Norman Vincent McLafferty
1523,Dante Jimenez
1524,Daven Arce
1525,Ralph Richardson
1526,Biunca Love
1527,Kyle Russell Clements
1528,Yutaka Takeuchi
1529,John A Weaver
1530,Dane Justman
1531,Drew Rausch
1532,Bill Stinchcomb
1533,Chris Pratt
1534,Vincent D'Onofrio
1535,Nick Robinson
1536,Ty Simpkins
1537,Jake Johnson
1538,Omar Sy
1539,BD Wong
1540,Judy Greer
1541,Lauren Lapkus
1542,Brian Tee
1543,Katie McGrath
1544,Andy Buckley
1545,Eric Edelstein
1546,Jimmy Fallon
1547,James DuMont
1548,Matt Burke
1549,Anna Talakkottur
1550,Colin Trevorrow
1551,Courtney J. Clark
1552,Kelly Washington
1553,Matthew Cardarople
1554,Yvonne Angulo
1555,Chloe Perrin
1556,Erika Erica
1557,Tiffany Forest
1558,Javier Bardem
1559,Bérénice Marlohe
1560,Albert Finney
1561,Ola Rapace
1562,Bill Buckhurst
1563,Elize du Toit
1564,Tonia Sotiropoulou
1565,Wolf Blitzer
1566,Jens Hultén
1567,Anthony O'Donnell
1568,Jo Cameron Brown
1569,Peter Basham
1570,Ben Loyd-Holmes
1571,Orion Lee
1572,Yennis Cheung
1573,Alfred Molina
1574,Scott Spiegel
1575,Joel McHale
1576,Hal Sparks
1577,Donnell Rawlings
1578,Emily Deschanel
1579,Daniel Dae Kim
1580,Aasif Mandvi
1581,Joey Diaz
1582,Vanessa Ferlito
1583,Joy Bryant
1584,John Landis
1585,Phil LaMarr
1586,Gregg Edelman
1587,Christine Estabrook
1588,Joanne Baron
1589,Peter McRobbie
1590,Marc John Jefferies
1591,Reed Diamond
1592,Brendan Patrick Connor
1593,Dan Callahan
1594,Susie Park
1595,Brianna Brown
1596,Tom Carey
1597,Dan Hicks
1598,Tony Campisi
1599,Molly Cheek
1600,Kelly Connell
1601,Roshon Fegan
1602,Taylor Gilbert
1603,Timothy Jerome
1604,Elyse Dinh
1605,Anne Betancourt
1606,Tricia Peters
1607,Tim Storms
1608,Bill Calvert
1609,Peter Allas
1610,Chloe Dykstra
1611,Julia Max
1612,Calvin Dean
1613,Frank Bonsangue
1614,Andre M. Johnson
1615,Peter Cincotti
1616,Peyton List
1617,Spencer List
1618,Troy Metcalf
1619,Scott Ross
1620,Bonnie Somerville
1621,Wesley Volcy
1622,Lou Volpe
1623,David Boston
1624,Garrett Warren
1625,Michael Arthur
1626,Cindy Cheung
1627,Guy Pearce
1628,Rebecca Hall
1629,Jon Favreau
1630,Ben Kingsley
1631,Stephanie Szostak
1632,William Sadler
1633,Dale Dickey
1634,Miguel Ferrer
1635,Wang Xue-qi
1636,Shaun Toub
1637,Matthew Sterling Nye
1638,Josh Elliott
1639,Megan Henderson
1640,Bill Maher
1641,Joan Rivers
1642,George Kotsiopoulos
1643,Bronte D'Esposito
1644,Noah Visconti
1645,Ashley Hamilton
1646,Brooke Jayne Taylor
1647,Kim Dean
1648,Anthony Reynolds
1649,Kendrick Cross
1650,Tom Clark
1651,John Eddins
1652,Spencer Garrett
1653,Rockey Dickey Jr.
1654,Drew Michael Hershner
1655,Sarah Burkhardt
1656,Jan Broberg
1657,Andrew Lauer
1658,Nate Bynum
1659,Andrew Lander
1660,Tom Virtue
1661,Roy McCrerey
1662,Serdar Kalsin
1663,Demetrois Hodges
1664,Bobby Tisdale
1665,Yvonne Zima
1666,Adam Pally
1667,James Rackley
1668,Cullen Moss
1669,Jake Dewitt
1670,Rebecca Mader
1671,Kevin Arnold
1672,Juan C. Bofill
1673,David Buglione
1674,Adam Lytle
1675,Paul Andrew O'Connor
1676,Phil Ortiz
1677,Gwendalyn Barker
1678,Steve Wilder
1679,Luciana Faulhaber
1680,Karina Florez
1681,Mike Massa
1682,Si-Fu Eric Oram
1683,Naomi Parshin
1684,Aurelia Riley
1685,Johanna Yunda
1686,Wesley Thompson
1687,Jenna Ortega
1688,T. C. Anyachonkeya
1689,Chad Kurtz
1690,Cal Johnson
1691,Corey Hawkins
1692,Linden Ashby
1693,Sarah Farooqui
1694,Sala Baker
1695,Kial Butler
1696,Nick Brandon
1697,Dan Brown
1698,Fernando Chien
1699,Brycen Counts
1700,Kiante Elam
1701,Dane Farwell
1702,Mark Fichera
1703,Colin Follenweider
1704,Aja Frary
1705,Mark Ginther
1706,Adrian Gonzalez
1707,Dennis Keiffer
1708,Samuel Le
1709,Tara Macken
1710,William Morts
1711,Jade Quon
1712,J. C. Robaina
1713,Markos Rounthwaite
1714,Philip J Silvera
1715,Brian Simpson
1716,Mark Aaron Wagner
1717,Chris Gethard
1718,Bridger Zadina
1719,Mia Wasikowska
1720,Crispin Glover
1721,Marton Csokas
1722,Lindsay Duncan
1723,Matt Lucas
1724,Geraldine James
1725,Leo Bill
1726,Frances de la Tour
1727,Michael Sheen
1728,Paul Whitehouse
1729,Barbara Windsor
1730,Michael Gough
1731,Imelda Staunton
1732,Eleanor Tomlinson
1733,Jemma Powell
1734,Eleanor Gecks
1735,Rebecca Crookshank
1736,Holly Hawkins
1737,Lucy Davenport
1738,Joel Swetow
1739,Jessica Oyelowo
1740,Chris Grabher
1741,Bonnie Parker
1742,Simone Sault
1743,Dale Mercer
1744,Cortney Palm
1745,Hugh Jackman
1746,Halle Berry
1747,Patrick Stewart
1748,Famke Janssen
1749,Anna Paquin
1750,Kelsey Grammer
1751,Shawn Ashmore
1752,Aaron Stanford
1753,Ellen Page
1754,Rebecca Romijn
1755,Vinnie Jones
1756,Ben Foster
1757,Daniel Cudmore
1758,Dania Ramirez
1759,Cameron Bright
1760,Ken Leung
1761,Eric Dane
1762,Omahyra Mota
1763,Meiling Melançon
1764,Kea Wong
1765,Shauna Kain
1766,Michael Murphy
1767,Shohreh Aghdashloo
1768,Josef Sommer
1769,Bill Duke
1770,Haley Ramm
1771,Cayden Boyd
1772,Alex Ferris
1773,Olivia Williams
1774,Billy Crystal
1775,John Goodman
1776,Steve Buscemi
1777,Helen Mirren
1778,Noah Johnston
1779,Peter Sohn
1780,Joel Murray
1781,Sean Hayes
1782,Dave Foley
1783,Charlie Day
1784,Tyler Labine
1785,Nathan Fillion
1786,Aubrey Plaza
1787,Bobby Moynihan
1788,Julia Sweeney
1789,Bonnie Hunt
1790,John Krasinski
1791,Beth Behrs
1792,Bob Peterson
1793,John Ratzenberger
1794,Frank Oz
1795,Ava Acres
1796,Shia LaBeouf
1797,Megan Fox
1798,Josh Duhamel
1799,Rainn Wilson
1800,Tyrese Gibson
1801,John Turturro
1802,Kevin Dunn
1803,Julie White
1804,Ramón Rodríguez
1805,Isabel Lucas
1806,Glenn Morshower
1807,Marc Evan Jackson
1808,Peter Cullen
1809,Arnold Chun
1810,Katie Lowes
1811,Mark Ryan
1812,Reno Wilson
1813,Jess Harnell
1814,Robert Foxworth
1815,André Sogliuzzo
1816,Grey Griffin
1817,Tony Todd
1818,Charlie Adler
1819,Frank Welker
1820,Tom Kenny
1821,Calvin Wimmer
1822,John Di Crosta
1823,Michael York
1824,Kevin Michael Richardson
1825,John Eric Bentley
1826,America Olivo
1827,Andrew Howard
1828,Matthew Marsden
1829,Deep Roy
1830,Mark Wahlberg
1831,Stanley Tucci
1832,Nicola Peltz
1833,Jack Reynor
1834,Titus Welliver
1835,Sophia Myles
1836,Li Bingbing
1837,T.J. Miller
1838,James Bachman
1839,Greg Anderson
1840,Melanie Specht
1841,Victoria Summer
1842,Han Geng
1843,Edward T. Welburn
1844,Kevin Covais
1845,Ken Watanabe
1846,John DiMaggio
1847,Jeffrey Combs
1848,Mark Rolston
1849,Charles Parnell
1850,Erika Fong
1851,David Midthunder
1852,Glenn Keogh
1853,Richard Gallion
1854,Kassem Gharaibeh
1855,Richard Riehle
1856,Tyrone Smith
1857,Abigail Klein
1858,Candice Zhao
1859,Cleo King
1860,Patrick Bristow
1861,Michael Wong
1862,Mila Kunis
1863,Rachel Weisz
1864,Michelle Williams
1865,Zach Braff
1866,Bill Cobbs
1867,Tony Cox
1868,Stephen R. Hart
1869,Abigail Spencer
1870,Tim Holmes
1871,Rob Crites
1872,William Dick
1873,Gene Jones
1874,John Lord Booth III
1875,Suzanne Keilly
1876,Shannon Murray
1877,John Manfredi
1878,Robert Stromberg
1879,Channing Pierce
1880,Brian Searle
1881,Russell Bobbitt
1882,Julie Gershenson
1883,Dan Nelson
1884,T.J. Jagodowski
1885,Melissa Exelberth
1886,Steve Forbes
1887,Arnold Agee
1888,Deborah Puette
1889,Julius Kline III
1890,Theresa Tilly
1891,Betsy Baker
1892,Ellen Sandweiss
1893,Bella Shepard
1894,Sasha Kida Reynolds
1895,Ja'Vonne Cousins
1896,Victoria Lurz
1897,Dashiell Raimi
1898,Oliver Raimi
1899,Brandon Hamilton
1900,Stevie Lee
1901,Danielle Ragland
1902,Bart McCarthy
1903,Nicholas Lindsay-Abaire
1904,Mia Serafino
1905,Lanika Wise
1906,Mikayla Bouchard
1907,Nellie Ann Prestine-Lowery
1908,Emma Raimi
1909,Jayne Violassi
1910,Jay Schwalm
1911,Wendy Cutler
1912,James Bird
1913,Kenneth D. Ciszewski
1914,Chester F. Guilmet
1915,Robert Buck
1916,Jim Moll
1917,Bernie Allemon
1918,Chidi Ajufo
1919,Talia Akiva
1920,AnnMarie Arcuri
1921,Blake Arnold
1922,Apollo Bacala
1923,Kelly Bacon
1924,Barb Baker
1925,Ron Baratono
1926,Cameron Barnett
1927,Robert T. Barrett
1928,Kevin Wayne Berger
1929,Eric Brakke
1930,Wayne Brinston
1931,Colin Bryant
1932,Ron Causey 
1933,Grady Chambless
1934,Lee Christian
1935,Justin Chrzanowski
1936,Will Clarke
1937,Michael Clossin
1938,Zachary Robert Craft
1939,Zac Cunningham
1940,Michael Dault
1941,Omar Diop
1942,Chase Edwards
1943,Summer Edwards
1944,Neil Ellice
1945,Courtney English
1946,John C. Epperson
1947,Mike Estes
1948,Vi Faulkner
1949,Jessee Foudray
1950,Carly Francavilla
1951,Nesti Gee
1952,Derrick Gilliam
1953,Jacob Godzak
1954,John D. Green Sr.
1955,Ryan Groves
1956,Brice Harris
1957,Nate Hatton
1958,Niki Haze
1959,Ron Heisler
1960,Hans Ihlenfeldt
1961,"Roy Kellerman, Jr."
1962,Dennis Kleinsmith
1963,Doug Kolbicz
1964,Bryan Lee
1965,Kef Lee
1966,Vong Lee
1967,Amanda Lewan
1968,Anna Li
1969,Linda Linsley
1970,Hannah Madigan
1971,Davy J. Marr
1972,Johnny Mara
1973,Rebecca Mccarthy
1974,Julia Metas
1975,Bob Jay Mills
1976,Reza Mir
1977,Lori Mulligan
1978,Jessica Nichole
1979,Fionna Noori
1980,Oz Noori
1981,Heather Park
1982,Jessica Petrik
1983,Sage Porter
1984,Jor él Quinn
1985,Gene Richards
1986,Lukas Ridge
1987,Nicholas Ritz
1988,Ari Rufino
1989,Keith Schloemp
1990,David Schwager
1991,Ashley Siloac
1992,Nikki Smith
1993,Paul J. Spear
1994,Rachel Steele
1995,Amy Sutherland
1996,Eric Adam Swenson
1997,Stephen Tako
1998,Kevin Thompson
1999,Lauren Tischler
2000,Francisca Viudes
2001,David Waldman
2002,Filip Watermann
2003,Michael O. Watkins
2004,Matt Weinglass
2005,Alaina Whitney
2006,Jake Williams
2007,Otis Winston
2008,Jamie Foxx
2009,Dane DeHaan
2010,Colm Feore
2011,Paul Giamatti
2012,Felicity Jones
2013,Chris Cooper
2014,B. J. Novak
2015,Aidy Bryant
2016,J.D. Walsh
2017,Louis Cancelmi
2018,Sarah Gadon
2019,Frank Deal
2020,Mark Doherty
2021,Jorge Vega
2022,Bill Heck
2023,Teddy Coluca
2024,Helen Stern
2025,Cal McCrystal
2026,Anslem Richardson
2027,James Colby
2028,Robert Newman
2029,Adrian Martinez
2030,Thaddeus Phillips
2031,James McCauley
2032,Rachael McOwen
2033,David Shabtai
2034,Greg Connolly 
2035,Tug Coker
2036,Jabari Gray
2037,Jamie Lynn Concepcion
2038,Jessica Abo
2039,Clem Cheung
2040,Dusan Hyska
2041,Andrei Runtso
2042,Brennan Taylor
2043,Slate Holmgren
2044,Salvatore L. Rossi
2045,Drew Beasley
2046,Matthew Tronieri
2047,Dario Barosso
2048,Paul Urcioli
2049,David Shih
2050,Daniel Gerroll
2051,Brian McElhaney
2052,Jonathan Braylock
2053,Steven Hauck
2054,Jessica Shea Alverson
2055,Peter Tzotchev
2056,Timothy Adams
2057,Garrett Hedlund
2058,Jeff Bridges
2059,Olivia Wilde
2060,Bruce Boxleitner
2061,Yaya DaCosta
2062,Serinda Swan
2063,Beau Garrett
2064,Elizabeth Mathis
2065,Amy Esterle
2066,Brandon Jay McLaren
2067,Owen Best
2068,Michael Teigen
2069,Daft Punk
2070,Ron Selmour
2071,Conrad Coates
2072,Kis Yurij
2073,Darren Dolynski
2074,Catherine Lough Haggquist
2075,Shaw Madson
2076,Owen Wilson
2077,Larry the Cable Guy
2078,Emily Mortimer
2079,Joe Mantegna
2080,Peter Jacobson
2081,Tony Shalhoub
2082,Darrell Waltrip
2083,Guido Quaroni
2084,Brent Musburger
2085,Jason Isaacs
2086,David Hobbs
2087,Stanley Townsend
2088,Lloyd Sherr
2089,Paul Dooley
2090,Michel Michelis
2091,Sig Hansen
2092,Franco Nero
2093,Vanessa Redgrave
2094,Cheech Marin
2095,Jenifer Lewis
2096,Michael Wallis
2097,Katherine Helmond
2098,Jeff Garlin
2099,Patrick Walker
2100,Lewis Hamilton
2101,John Mainieri
2102,Brad Lewis
2103,Richard Kind
2104,Edie McClurg
2105,Teresa Gallagher
2106,Jeff Gordon
2107,John Lasseter
2108,Mark Winterbottom
2109,Fernando Alonso
2110,Vitaly Petrov
2111,Jan Nilsson
2112,Memo Rojas
2113,Jacques Villeneuve
2114,Sebastian Vettel
2115,Ryan Reynolds
2116,Blake Lively
2117,Peter Sarsgaard
2118,Tim Robbins
2119,Temuera Morrison
2120,Jenna Craig
2121,Jon Tenney
2122,Mike Doyle
2123,NicK Jandl
2124,Dylan James
2125,Leanne Cochran
2126,Angela Bassett
2127,Taika Waititi
2128,Michael Clarke Duncan
2129,Clancy Brown
2130,Deke Anderson
2131,Gattlin Griffith
2132,Tiffany Morgan
2133,Amy Carlson
2134,Laura Cayouette
2135,Dorian Kingi
2136,Tom Hanks
2137,Tim Allen
2138,Ned Beatty
2139,Joan Cusack
2140,Michael Keaton
2141,Whoopi Goldberg
2142,Wallace Shawn
2143,Don Rickles
2144,Estelle Harris
2145,John Morris
2146,Jodi Benson
2147,Emily Hahn
2148,Laurie Metcalf
2149,Blake Clark
2150,Teddy Newton
2151,Kristen Schaal
2152,R. Lee Ermey
2153,Bud Luckey
2154,Beatrice Miller
2155,Timothy Dalton
2156,Lori Alan
2157,John Cygan
2158,Jeff Pidgeon
2159,Jack Angel
2160,Jan Rabson
2161,Erik von Detten
2162,Jack Willis
2163,Carlos Alazraqui
2164,Teresa Ganzel
2165,Danny Mann
2166,Mickie McGowan
2167,Laraine Newman
2168,Colleen O'Shaughnessey
2169,Jerome Ranft
2170,Lee Unkrich
2171,Colette Whitaker
2172,Sherry Lynn
2173,Jim Ward
2174,Anton Yelchin
2175,Moon Bloodgood
2176,Common
2177,Roland Kickinger
2178,Michael Ironside
2179,Jane Alexander
2180,Chris Browning
2181,Chris Ashworth
2182,Jadagrace
2183,Arnold Schwarzenegger
2184,Vin Diesel
2185,Paul Walker
2186,Dwayne Johnson
2187,Ludacris
2188,Jordana Brewster
2189,Djimon Hounsou
2190,Tony Jaa
2191,Ronda Rousey
2192,Nathalie Emmanuel
2193,Kurt Russell
2194,Jason Statham
2195,Sung Kang
2196,Lucas Black
2197,Elsa Pataky
2198,John Brotherton
2199,Ali Fazal
2200,Miller Kimsey
2201,Charlie Kimsey
2202,Eden Estrella
2203,Gentry White
2204,Iggy Azalea
2205,Jon Lee Brody
2206,Levy Tran
2207,Anna Colwell
2208,Viktor Hernandez
2209,Steve Coulter
2210,Robert Pralgo
2211,Antwan Mills
2212,J.J. Phillips
2213,Jorge Ferragut
2214,Sara Sohn
2215,Benjamin Blankenship
2216,D.J. Hapa
2217,T-Pain
2218,Brian Mahoney
2219,Brittney Alger
2220,Romeo Santos
2221,Jocelin Donahue
2222,Stephanie Langston
2223,Jorge-Luis Pallo
2224,Tego Calderón
2225,Nathalie Kelley
2226,Shad Moss
2227,Don Omar
2228,Klement Tinaj
2229,Caleb Walker
2230,Cody Walker
2231,Brad Pitt
2232,Mireille Enos
2233,Abigail Hargrove
2234,Sterling Jerins
2235,Elyes Gabel
2236,David Andrews
2237,Daniella Kertesz
2238,Ludi Boeken
2239,Fana Mokoena
2240,Fabrizio Zacharee Guido
2241,David Morse
2242,Matthew Fox
2243,Peter Capaldi
2244,Moritz Bleibtreu
2245,Ruth Negga
2246,Konstantin Khabenskiy
2247,Troy Glasgow
2248,Nick Bartlett
2249,Julia Levy-Boeken
2250,Ann Ogbomo
2251,James McAvoy
2252,Michael Fassbender
2253,Jennifer Lawrence
2254,Nicholas Hoult
2255,Evan Peters
2256,Josh Helman
2257,Fan Bingbing
2258,Adan Canto
2259,Booboo Stewart
2260,Lucas Till
2261,Evan Jonigkeit
2262,Len Wein
2263,Chris Claremont
2264,Michael Lerner
2265,Gregg Lowe
2266,Mark Camacho
2267,Bryan Singer
2268,Brendan Pedder
2269,Harry Standjofski
2270,Mike Dopud
2271,Andreas Apergis
2272,Robert Montcalm
2273,Jaa Smith-Johnson
2274,Alex Ivanovici
2275,François Paquette
2276,Zabryna Guevara
2277,Zehra Leverman
2278,Angela Galuppo
2279,Victor Cornfoot
2280,Brent Skagford
2281,Kyle Gatehouse
2282,Taris Tyler
2283,Darryl Scheelar
2284,Thai-Hoa Le
2285,Johnny Tran
2286,Gregory Hlady
2287,Julian Casey
2288,Robert Crooks
2289,Matt Cooke
2290,Tim Post
2291,Jason Deline
2292,Karine Vanasse
2293,Pierre LeBlanc
2294,Jude Beny
2295,Arthur Holden
2296,Sean Curley
2297,Susanna Fournier
2298,Andrew Peplowski
2299,Moe Jeudy-Lamour
2300,Neil Napier
2301,Mizinga Mwinga
2302,Jimmy Chan
2303,Chris Pine
2304,Zachary Quinto
2305,Karl Urban
2306,Simon Pegg
2307,John Cho
2308,Bruce Greenwood
2309,Peter Weller
2310,Noel Clarke
2311,Nazneen Contractor
2312,Amanda Foreman
2313,Aisha Hinds
2314,Joseph Gatt
2315,Sean Blakemore
2316,Nick E. Tarabay
2317,Beau Billingslea
2318,Jack Laufer
2319,Katie Cockrell
2320,Kellie Cockrell
2321,Jennifer Morrison
2322,Leonard Nimoy
2323,Kimberly Arland
2324,Jonathan Dixon
2325,Jeremy Raymond
2326,Jay Scully
2327,Tony Guma
2328,Anjini Taneja Azhar
2329,Jason Matthew Smith
2330,Seth Ayott
2331,Marco Sanchez
2332,Lee Reherman
2333,Usman Ally
2334,Nolan North
2335,James Hiroyuki Liao
2336,Rob Moran
2337,Akiva Goldsman
2338,Gianna Simone
2339,Rene Rosado
2340,Berit Francis
2341,Benjamin P. Binswanger
2342,Christopher Doohan
2343,Andy Demetrio
2344,Jacquelynn King
2345,Long Tran
2346,Ningning Deng
2347,Jodi Johnston
2348,Colleen Harris
2349,Jeff Chase
2350,Ser'Darius Blain
2351,Heather Langenkamp
2352,Melissa Paulo
2353,Cynthia Addai-Robinson
2354,Monisola Akiwowo
2355,Paul K. Daniel
2356,Drew Grey
2357,David C. Waite
2358,Douglas Weng
2359,Charlie Haugk
2360,Max Chernov
2361,Marc Primiani
2362,Jesper Inglis
2363,Jacob Rhodes
2364,Kentucky Rhodes
2365,Anthony Wilson
2366,Eric Greitens
2367,Melissa Steinman
2368,Adam McCann
2369,Jon Orvasky
2370,Gerald W. Abrams
2371,James McGrath
2372,Brian T. Delaney
2373,Arlen Escarpeta
2374,Joe Moses
2375,David Sobolov
2376,Matthew Wood
2377,Fred Tatasciore
2378,Audrey Wasilewski
2379,Tom Archdeacon
2380,Britanni Johnson
2381,Hiram A. Murray
2382,Chris Gardner
2383,Julianne Buescher
2384,Joe Hanna
2385,David Acord
2386,Ellie Newlands
2387,Candice Renee
2388,Emily Towers
2389,Gina Hirsch
2390,Ewan McGregor
2391,Eddie Marsan
2392,Ewen Bremner
2393,Ralph Brown
2394,Andrew Brooke
2395,Ben Daniels
2396,Daniel Lapaine
2397,Christian Wolf-La'Moy 
